hitzig.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSlex	_model
3.8857280642901455	3.674769928472	3.6909051614904023	4.378437647522329	4.357845026714834	4.2924201573252185	4.369505961870442	4.3475461094249885	4.497145149144635	1.6874616184419282	0	2.0951129674470588	3.461461157976036	3.3297323418429383	3.828283291879334	4.210268506796005	4.151085439592202	4.362490982758164	4.809145022808281	4.78605511196381	4.70721615155275	4.7823946825569426	4.771156269424772	4.741383335357822	4.720970061983559	4.691606950343671	4.7820025577453364	4.368384790641168	4.316810315728073	4.480816838189697	4.409847350054645	4.37095269153868	4.515031723112407	4.5783206820945965	4.548825496497417	4.659907822310646	4.55093423229032	4.483152608746189	4.449646340977994	4.598712669105629	4.587145995572274	4.5682412758173925	4.543410407855362	4.517775024346575	4.637459253507699	3.5964781310589404	3.460003552195664	3.9385613423856793	4.005651777611181	3.955945013699134	4.256951815141934	4.397034814836041	4.344940603022831	4.521905324221098	hitzig.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex
4.12862741041932	3.970854178603535	3.2911814634703083	4.289258456249635	4.246274918918066	3.634927994033703	3.8279800048869808	3.8161279608068686	3.784995747359834	2.476833685879875	2.0951129674470588	0	3.2110360674074845	3.077343616785848	2.983315221938296	3.6484449211907393	3.5977014516267585	3.6213860388145194	4.602796785537471	4.565195944847388	4.189570631198524	4.516953021865927	4.4987151792371805	4.216686798740685	4.265260398623027	4.250358827309583	4.239403007915561	3.9812292460943137	3.940668877467524	3.9148982800896124	3.996384435872584	3.974292127162178	3.9521693564194016	4.109331637574419	4.094593950432279	4.099558639714843	4.4781002829296215	4.392250718160517	3.860741257840535	4.419698906931798	4.3966623844037	3.9719659821670628	4.071655203257233	4.062380812905327	4.018700584705047	3.3942463141542865	3.279982686777982	3.1865782475581583	3.6627918656711325	3.629994397681678	3.5874391288285525	3.906368038173198	3.8726623858120113	3.8806115221946795	hitzig.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex
4.5655433002942525	4.536185512114821	4.216297161862028	3.7522863443063983	3.9156866406991613	3.698682129693743	3.6232766066270816	3.7956386880076587	3.9516714611731794	3.4656772238595455	3.461461157976036	3.2110360674074845	0	1.5312610004845943	2.5526116211231096	3.2154683053867754	3.406616898614927	3.6831530812073465	4.499107664237215	4.538054882474665	4.347462670742366	4.264806647231718	4.370111806918235	4.29270093376831	4.137829323311169	4.227497619846833	4.344002460993347	3.6646670634491016	3.7804424044563123	3.967944510628654	3.492560276099934	3.649980356489846	3.8944971203184906	3.912791294821102	4.019696703400056	4.169563224765853	4.443142695474468	4.455343752547594	4.201482726549373	4.015953999867916	4.151373427032201	4.031804124674206	3.8624875063909934	4.0028620752408415	4.136844915965531	3.168224283745785	3.2987845626125294	3.551231736814807	2.6222805158273457	2.9412552784243595	3.4262914014755883	3.5655263252531832	3.707934173253152	3.9380406536638914	hitzig.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex
4.6679749326619024	4.52463496766586	4.202928619057634	3.9595658738630912	3.8504787865626984	3.6372100301360955	3.6545095881596223	3.5566232169843683	3.796601038962861	3.6532359497942015	3.3297323418429383	3.077343616785848	1.5312610004845943	0	2.2367178512661003	3.2590513186900694	3.0464500245541255	3.4691730847141127	4.5506687660457645	4.475022518164933	4.298341514363884	4.317961212310882	4.274208073913427	4.221897798711986	4.1442123725866455	4.075259568946711	4.245829523313945	3.744102632034644	3.592814239346875	3.8630731592180254	3.5586390470852782	3.4261565033535937	3.766030877016774	3.9171342553048834	3.8207644899517246	4.046339103014548	4.540228256146235	4.404265680104046	4.159366499799663	4.148277371235681	4.068307638977479	3.961712500088091	3.9151414983001445	3.8345442652439883	4.031292679814683	3.359103900009122	3.084762321104313	3.422136140731342	2.861604800351692	2.587818577342241	3.246498536583199	3.62244068334571	3.4649719466519655	3.791212515752628	hitzig.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex
4.82832994133186	4.719429475695825	4.16457682114746	4.219174148651856	4.15095742527733	3.1062896649261105	3.3314682057186342	3.2807640140668393	2.9703909775601915	4.0263571337039785	3.828283291879334	2.983315221938296	2.5526116211231096	2.2367178512661003	0	2.9045102176324566	2.762261190344795	2.4416558356386813	4.498742285472381	4.431150636196136	3.833284117603802	4.258929928790321	4.2315661191467955	3.7010192115754776	3.797973969906261	3.765667850184154	3.648370289633007	3.6214492265375835	3.516200439435973	3.242612220252061	3.4052839564072035	3.3313202075100277	3.0792879139870575	3.5572527808015773	3.502887260145503	3.38074296224548	4.600588199689471	4.48799459129728	3.7375720250978617	4.235046541933348	4.181346331593519	3.395011608877351	3.609777421797932	3.571069729002831	3.3340910634738323	3.576263845297508	3.394794990747626	2.7789668591475123	3.0650850879841087	2.91313711156806	2.2979747494011544	3.297067080788917	3.198034873354728	2.9659826596068903	hitzig.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex
4.965780657441891	4.901833246839361	4.447219925349474	4.447468788486802	4.456085651924836	3.765825714337542	2.0429823785058403	2.472506732651812	2.720000711881397	4.305389288018404	4.210268506796005	3.6484449211907393	3.2154683053867754	3.2590513186900694	2.9045102176324566	0	1.5036089094128113	2.157515226042268	4.575633429899775	4.552282095158953	4.11543236135458	4.295683800106551	4.323304763124422	3.9929459751847034	3.2472912881803837	3.426826178600216	3.6196094309474747	3.6730764120190655	3.723494489354639	3.69370725478674	3.4362897656874747	3.5411960259619257	3.5776375615703713	2.904016344087236	3.1547519373253086	3.4159476976040075	4.676608538381048	4.640896862739086	4.059968338478164	4.307649118905108	4.343190685335257	3.812996205783181	2.5717684011614916	2.9033940018933784	3.1334020809814938	3.6962476980205983	3.719697902006136	3.443547959011774	3.1629789313170615	3.2867710237792362	3.2013132907674122	1.7580422767963308	2.2984342052507953	2.7784139309366798	hitzig.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex
5.021965075234202	4.890476995797599	4.4448783403092955	4.5338341133918085	4.4099308990035055	3.7348539298896077	2.452027037101105	2.1202466934614423	2.602873920890525	4.4001285124839775	4.151085439592202	3.5977014516267585	3.406616898614927	3.0464500245541255	2.762261190344795	1.5036089094128113	0	1.9250955868224242	4.604718747128741	4.484968988334055	4.069872244962031	4.353791508836095	4.251828912991878	3.9415321997681283	3.405932248271835	3.228602260511197	3.5411739036537377	3.7709756209418805	3.563571152326017	3.606746937055113	3.545966334577704	3.3579625594537714	3.4742768648221607	3.1119108222238534	2.8711466922424815	3.3085337193800646	4.726634605543533	4.584591353468299	4.033314606807404	4.392664329793397	4.279652565977967	3.773383439964272	2.9189199856823427	2.678441377876662	3.073381540807129	3.8369572254128315	3.5933150083031995	3.3716272135673018	3.356687128743455	3.081385458695884	3.0862195169558464	2.3348831334587286	1.8485907216124444	2.6650807625649473	hitzig.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex
5.072702276179059	4.985822077602255	4.4426019794854446	4.6261972392005	4.553173603889848	3.5713724171345786	2.8059707636854605	2.724286987589531	1.94916025947014	4.525210516365887	4.362490982758164	3.6213860388145194	3.6831530812073465	3.4691730847141127	2.4416558356386813	2.157515226042268	1.9250955868224242	0	4.636500019483351	4.562672394727054	3.9126077659831853	4.412633115748442	4.363466541299553	3.768004910592353	3.5193661122881585	3.4675362669394647	3.1888827205390657	3.85695469631986	3.739534055580146	3.3538856960143058	3.662168840363186	3.571741614493839	3.176778730316699	3.249452757344692	3.168361928084293	2.843821047947475	4.794538650464297	4.701670950421313	3.9170208477805883	4.489658882352735	4.429645488788731	3.598013838565941	3.189111992076938	3.1371042417343014	2.58432546147195	4.01473169103884	3.861769039691496	3.1889254735791295	3.6045701529868253	3.462833395322231	2.743539124875577	2.751068746630721	2.619175701692025	1.8788432832547985	hitzig.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex
4.637673458334452	4.590988092331064	4.364683483507193	4.287809534818463	4.328366767265271	4.180761271819699	4.433529847829779	4.489250775406355	4.540248440327816	4.822943057751608	4.809145022808281	4.602796785537471	4.499107664237215	4.5506687660457645	4.498742285472381	4.575633429899775	4.604718747128741	4.636500019483351	0	1.5537882282427047	2.592187797720235	2.6686568552820735	2.9922822581721835	3.4344923044620166	3.983402819599817	4.080113955495113	4.250610529997274	3.8560373156953824	3.9802923730594078	4.159642160139167	3.98609517622814	4.094565824876262	4.2428067347184255	4.257214216677626	4.326887766491689	4.4098029616145364	3.396867614091622	3.444729853264322	3.4822801028384793	3.596364577179588	3.739001848655737	3.8135411406603468	4.308797620048482	4.373222522877842	4.445316729066508	4.281505224504572	4.317151180846838	4.329931015895512	4.245219418606307	4.326820986548679	4.3720817800690535	4.471695841013543	4.5055125527932525	4.552319825400827	hitzig.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex
4.726433730776795	4.5598205623934	4.339243067227238	4.377178830911436	4.242133497222707	4.114113671166121	4.4358436026577195	4.3684446599357685	4.467963041580166	4.887664386187057	4.78605511196381	4.565195944847388	4.538054882474665	4.475022518164933	4.431150636196136	4.552282095158953	4.484968988334055	4.562672394727054	1.5537882282427047	0	2.3910622184448562	2.853689406298989	2.556742190462147	3.2231292097568396	4.020366283244121	3.9045074059593867	4.154024509416491	3.967531354012883	3.8613084830599265	4.097421112500865	4.040804552931623	3.9575249683427396	4.158195052215397	4.2651764452187235	4.191532088610066	4.331509336818105	3.664292037486611	3.356467374616015	3.43726266169987	3.752210835753888	3.5812922061464367	3.708541972250617	4.316922403368126	4.233444441400036	4.3625435537172255	4.375034124850281	4.247872529269785	4.272879762624884	4.289547644116941	4.2223720729514085	4.29023241432738	4.44488941316068	4.370239057682104	4.467025594983646	hitzig.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex
