hitzig.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTH1000.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSlex	hitzig.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSlex	_model
0	1.644272839518347	2.4138374805863685	3.738257047561846	3.9164630014628097	4.230016617229407	4.811721616196528	4.896894445352529	4.982313472387887	3.630687619835641	3.8857280642901455	4.12862741041932	4.5655433002942525	4.6679749326619024	4.82832994133186	4.965780657441891	5.021965075234202	5.072702276179059	4.637673458334452	4.726433730776795	4.79858323020032	4.78435245773271	4.850478537544527	4.93514951004768	5.03523494302987	5.068199287407714	5.125070343049759	4.949162942005693	4.9936644547599975	5.040953386428434	4.956490641930761	4.99270357284556	5.038132957407992	5.063859168362976	5.100799547918167	5.132920771016775	3.8783119668867254	4.042873235055543	4.287187440113125	4.400999661212449	4.513857316852869	4.693444244998806	4.938915681983628	5.000102439572583	5.061835586079027	4.55741502440937	4.646739118972907	4.806912816348889	4.7796067014690395	4.862235906719353	4.97008721777061	5.0133812271041505	5.061825495367656	5.1034991213238285	hitzig.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex
1.644272839518347	0	2.0150208215480787	3.7224896365072677	3.616232304099691	4.022016759590038	4.748327466712747	4.741830770414773	4.876142444175887	3.7787397424773714	3.674769928472	3.970854178603535	4.536185512114821	4.52463496766586	4.719429475695825	4.901833246839361	4.890476995797599	4.985822077602255	4.590988092331064	4.5598205623934	4.689565374112892	4.72267250417459	4.696448178956412	4.82804852222802	4.980806287563134	4.951894934537903	5.040388407552267	4.908844967483969	4.890965301229595	4.9647752728375485	4.9137520211855845	4.896938714610592	4.96642380470778	5.012997520861164	5.002910775135176	5.0637867849096	3.928127861428267	3.8249458598436026	4.160648365940087	4.352864070063288	4.315687889851234	4.55860821423874	4.886907676469733	4.870192668022911	4.975056952122683	4.5476135928580845	4.512098689250662	4.721536308176895	4.744587619278577	4.7521209954364405	4.893544162350416	4.9621807138972605	4.95265101474222	5.036358302826382	hitzig.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex
2.4138374805863685	2.0150208215480787	0	3.499596405126455	3.389531136148908	3.2303474402569368	4.252892906890739	4.2619205654072605	4.280479223420416	3.7410423328825817	3.6909051614904023	3.2911814634703083	4.216297161862028	4.202928619057634	4.16457682114746	4.447219925349474	4.4448783403092955	4.4426019794854446	4.364683483507193	4.339243067227238	4.191148866767969	4.439638851025602	4.427143397846908	4.346935378747632	4.582014141587466	4.566848024123689	4.577626104449047	4.577901593233311	4.56884451182443	4.540506216653239	4.5772327637237344	4.571595317259963	4.545482751378936	4.628302050224129	4.62988276044286	4.623950415692667	3.8191587076915994	3.716572961258884	3.490446415820159	4.10112890009846	4.0711458638805915	3.964276670573755	4.452804588607439	4.453393474686163	4.447692989085434	4.237095878747167	4.214065261033878	4.190347611746412	4.411024672120851	4.431293195888356	4.4101499244656255	4.547728042369377	4.5464680226428325	4.539190513352003	hitzig.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex
3.738257047561846	3.7224896365072677	3.499596405126455	0	1.5707666775451268	2.66293032734687	4.062049581991886	4.1915587609473866	4.37970412338718	4.330283999093942	4.378437647522329	4.289258456249635	3.7522863443063983	3.9595658738630912	4.219174148651856	4.447468788486802	4.5338341133918085	4.6261972392005	4.287809534818463	4.377178830911436	4.400299158556584	3.9990682070036283	4.156870413078413	4.344612583144269	4.559619687673855	4.6210649898692076	4.721517730630665	4.58752480304431	4.655504411873289	4.72404804003888	4.532332662452282	4.609164163173172	4.690451352827052	4.707972265573548	4.7599911379018724	4.811354484951928	3.9165899609584547	3.990402904436991	4.023119593725437	3.1955010142727893	3.4563524016923393	3.834153746968788	4.322426099530895	4.417808436821614	4.5621636917117	4.310631535038518	4.395924160144472	4.515709588504233	4.213789708793936	4.357327280785533	4.522682157428939	4.57093408997785	4.6404389309716905	4.723709376115814	hitzig.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex
3.9164630014628097	3.616232304099691	3.389531136148908	1.5707666775451268	0	2.3681586308101545	4.078147235158743	3.992329043852984	4.267692281736294	4.467899473750679	4.357845026714834	4.246274918918066	3.9156866406991613	3.8504787865626984	4.15095742527733	4.456085651924836	4.4099308990035055	4.553173603889848	4.328366767265271	4.242133497222707	4.3172529125587955	4.052756411274969	3.9890712553693515	4.250433718202469	4.5581650826021285	4.497876508817658	4.651100875165553	4.612297657627981	4.5741075595543395	4.674650304064665	4.556119378225587	4.524766002053273	4.640378829150582	4.6975717207160494	4.665304737109445	4.753863595302782	4.041889996966612	3.848381543902748	3.930114896750008	3.3776173384414614	3.2002398350322303	3.6977896460239417	4.342687564461965	4.264585451086774	4.477349046321406	4.393617740665967	4.323888289453132	4.467590707609244	4.299846409490415	4.272757232431369	4.476873035841273	4.581410802180635	4.537689190071479	4.666098019446231	hitzig.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex
4.230016617229407	4.022016759590038	3.2303474402569368	2.66293032734687	2.3681586308101545	0	3.4026243994057865	3.3610021244383628	3.192356793107628	4.390953777134952	4.2924201573252185	3.634927994033703	3.698682129693743	3.6372100301360955	3.1062896649261105	3.765825714337542	3.7348539298896077	3.5713724171345786	4.180761271819699	4.114113671166121	3.554513011934237	3.8863080834968526	3.8548601740612307	3.4514637270640827	3.9585192814842496	3.930029677789653	3.85016440392309	4.159045315780482	4.13822759070524	3.9406680944678554	4.067357279095816	4.0644006266785935	3.8870490291237787	4.087937952633486	4.080639318208396	3.99308496924438	4.095421269137655	3.9406294586425408	3.1357999832556156	3.5119946893237723	3.4053656568323762	2.71297792230263	3.7509833427282917	3.717007850496661	3.5681185177371133	4.102061183529273	4.040600465818498	3.6650392821083515	3.918346416187433	3.906617566819777	3.5968047884882663	3.960689845751878	3.938435301552088	3.8036207045197554	hitzig.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex
4.811721616196528	4.748327466712747	4.252892906890739	4.062049581991886	4.078147235158743	3.4026243994057865	0	1.4758720601173967	2.1041390390229666	4.448327299992149	4.369505961870442	3.8279800048869808	3.6232766066270816	3.6545095881596223	3.3314682057186342	2.0429823785058403	2.452027037101105	2.8059707636854605	4.433529847829779	4.4358436026577195	4.009908338349106	4.133878625966364	4.197107539523263	3.8941715051170216	3.0252316133374575	3.2413341158429785	3.495305847232435	3.928037647427312	3.9719949367655527	3.926335139644908	3.7424142154524658	3.8247952669278047	3.820183702532773	3.3245471982233474	3.498023883213149	3.6720676632075597	4.4750939282027895	4.448646621506153	3.8614543378701107	4.0213685400465655	4.085435396027271	3.5835424748363285	1.8578505501827252	2.3470345469611344	2.7694915766647177	3.9192642967901583	3.9337718890779425	3.689536484368754	3.545824147654572	3.64044766382141	3.5279752700957356	2.557133755127005	2.8637725688480193	3.1683158826848916	hitzig.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex
4.896894445352529	4.741830770414773	4.2619205654072605	4.1915587609473866	3.992329043852984	3.3610021244383628	1.4758720601173967	0	1.8966738571287873	4.553413478149018	4.3475461094249885	3.8161279608068686	3.7956386880076587	3.5566232169843683	3.2807640140668393	2.472506732651812	2.1202466934614423	2.724286987589531	4.489250775406355	4.3684446599357685	3.9775884961864603	4.229195764318198	4.124407776034225	3.853542042766484	3.2398027398978324	3.0150353475092757	3.4171339851975775	4.016054908137545	3.8720092559626	3.876746782896799	3.838844052549693	3.7114628092837143	3.7584961238486785	3.4653064007663703	3.3206164113942	3.6064785458479616	4.547913652956425	4.377276755047822	3.83987627885129	4.142096721176011	3.9942394117676305	3.541176280759897	2.391460191566166	1.9605815637927269	2.680084263423341	4.042177113733375	3.8558150417727197	3.6635904662556755	3.7020634400479766	3.5288984824237515	3.4774729925841545	2.8913067721243197	2.6464419338163596	3.122848386454754	hitzig.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex
4.982313472387887	4.876142444175887	4.280479223420416	4.37970412338718	4.267692281736294	3.192356793107628	2.1041390390229666	1.8966738571287873	0	4.637053022239496	4.497145149144635	3.784995747359834	3.9516714611731794	3.796601038962861	2.9703909775601915	2.720000711881397	2.602873920890525	1.94916025947014	4.540248440327816	4.467963041580166	3.7788880703790704	4.301538307045242	4.25087887089797	3.6199547292492267	3.3457986632344263	3.2675394050656386	2.9433833796447475	4.037018333877484	3.951980937563294	3.613707848061319	3.869217744184531	3.803660130039379	3.4633159112592993	3.497819036826005	3.446830686465287	3.208986306202526	4.657712704479569	4.5479323679757595	3.701275986115305	4.301913238421725	4.224983794836463	3.3251261100658844	2.760037801424347	2.6447674008695827	1.9008205180410547	4.162080353993109	4.040518711830826	3.447062103704716	3.8394863688040184	3.7388585809933628	3.1485898492318647	3.081936130849116	3.0042005848371174	2.5449921780905997	hitzig.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex
3.630687619835641	3.7787397424773714	3.7410423328825817	4.330283999093942	4.467899473750679	4.390953777134952	4.448327299992149	4.553413478149018	4.637053022239496	0	1.6874616184419282	2.476833685879875	3.4656772238595455	3.6532359497942015	4.0263571337039785	4.305389288018404	4.4001285124839775	4.525210516365887	4.822943057751608	4.887664386187057	4.782433889066401	4.817658193899988	4.885927766905352	4.830396282379044	4.780461235441299	4.834377503409119	4.883892923780482	4.38755901948587	4.471031720188809	4.577865484448716	4.460359354218754	4.535414494141953	4.629311999870629	4.642621925416983	4.706922802884313	4.769675230745897	4.479364330010245	4.5759321994398325	4.515130706822833	4.595966342690025	4.700822726528218	4.6627958424373315	4.602996090806755	4.686371109194607	4.751253534885345	3.5345049553361965	3.719393648556859	4.067725248948997	4.043954002592181	4.182851055946498	4.399702398162639	4.470257985662244	4.546566648575917	4.6511247797234425	hitzig.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex
