warm.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex	warm.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex	warm.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound3-3all.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound3-3all.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSlex	warm.nobound3-3lex.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound3-3lex.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound3-3lex.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSlex	warm.nobound5-5all.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound5-5all.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound5-5all.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound5-5all.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSlex	warm.nobound5-5lex.PPMIno.LENGTH1000.SOCPOSlex	warm.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSlex	warm.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSlex	warm.nobound5-5lex.PPMIselection.LENGTH1000.SOCPOSlex	warm.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSlex	warm.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSlex	warm.nobound5-5lex.PPMIweight.LENGTH1000.SOCPOSlex	warm.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSlex	warm.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSlex	_model
3.983236704729543	3.5340569043085925	3.3680025297708016	4.136952735418422	3.74072667509245	3.6761758560593885	3.8083394816256027	3.5627005268052567	3.858598538463409	1.9288844251730426	0	1.93484649859231	2.8394799690518995	2.3802573719491305	2.9665518266263478	3.639995362643277	3.4901681674683376	3.758666086672816	5.140495820258547	4.982410475400565	4.750096503684607	5.083953132205335	4.947257022900107	4.816237354068356	4.827526510197405	4.735060695161082	4.790278914474918	4.548309930535512	4.3792556060084005	4.44626918191194	4.54143938251281	4.399058549033451	4.469815329135702	4.634003891730177	4.536338556123808	4.611099477953079	4.775154585401313	4.514500045718569	4.2753547181414655	4.779120487753986	4.551502123210459	4.416478103248485	4.5160298084365476	4.351910490179277	4.450737796838003	3.864928212291833	3.5424927859955244	3.7653827716364523	4.083525548492494	3.8707640976743174	4.001615900162255	4.348820439993624	4.2210482903736954	4.314646844789356	warm.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex
4.285051813454456	3.837961259208365	3.0271387637078595	4.169026565958943	3.705018294869203	3.071275299688913	3.438801176272425	3.040073715883153	3.052903725749398	2.8546708947405928	1.93484649859231	0	2.8596483414188643	2.1901885043960094	1.8304992389850057	3.2087020160819657	2.9111312770869797	2.890064209380758	5.1027860087729335	4.893143123674547	4.503595661734048	5.008015524125114	4.81985420968335	4.560787983166497	4.65442294423369	4.515836273467079	4.4871493940467495	4.499831743127184	4.267165288273567	4.153768947821609	4.404394153817354	4.1976681813194645	4.136434916239645	4.436376018151478	4.288979539459282	4.275623765700946	4.807212251954431	4.493253980021938	3.9332558138362543	4.702160857739846	4.403118535884762	4.014712601346815	4.256784599681627	4.025988559163655	3.9759457631858983	3.964475218597981	3.5156796474707015	3.273494926508825	3.951885967084907	3.624467338987045	3.4759210076465634	4.0773892965334895	3.8825108440933342	3.8183299713692955	warm.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex
4.318310308109591	4.192539988434919	3.909105144702978	3.6603953968321705	3.690418090246888	3.6847157416329073	3.3035373146736897	3.5139683804656268	3.8653762983764297	2.773600647441843	2.8394799690518995	2.8596483414188643	0	1.8237658568068005	2.738108418905173	2.942212345884378	3.3411933012891977	3.6989146086925597	5.019293573915636	4.9624017373214055	4.737723152971039	4.833391795698737	4.833101052908878	4.751210530880267	4.602140702042104	4.678015202341276	4.766564084737727	4.310789063896986	4.352634787973157	4.387457009879705	4.095694460182985	4.193740465061764	4.341834386936299	4.3108926204101445	4.417680754638804	4.533187217198839	4.7179435024868415	4.63153885071627	4.338684152963773	4.427266576703816	4.41681796855302	4.314133728493019	4.164246393522278	4.258387270461509	4.400547440257104	3.7116913141197863	3.7536074453629116	3.8056022449689983	3.3294830211614337	3.5469672107863706	3.8044458644256394	3.8788617650488306	4.057795180417266	4.212575562074378	warm.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex
4.504845485528562	4.08585186948339	3.6669933306608082	3.948178777129341	3.468052196638578	3.2810600622032116	3.326948928968448	2.9226458958252306	3.3049210340159707	3.230113025009477	2.3802573719491305	2.1901885043960094	1.8237658568068005	0	1.8364837549007111	2.939279483672044	2.6189982800002705	3.047509693248764	5.107310055450655	4.905512250997927	4.612665798477138	4.925249744461207	4.747964779928886	4.604188461348855	4.609811551248106	4.465557159083072	4.553015061296502	4.423861298406305	4.167609000092198	4.176560005452158	4.206153453282789	3.9779838371719234	4.105826212218047	4.320393617927264	4.158532085286508	4.281944932570642	4.8499311644997	4.552453559268477	4.162618993126854	4.559921998041269	4.271663675576807	4.078939015905852	4.172920990342299	3.935979255681535	4.072047493484476	3.9455659743189035	3.4825982380261844	3.468103346975373	3.5599379167763803	3.1932224133159983	3.418241917855275	3.887696547631774	3.6805007814406903	3.8364781824661374	warm.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex
4.688167962043281	4.2672193133597895	3.534027223978229	4.223532725711702	3.7264429245498385	2.8542983464321896	3.3262241989025036	2.7769482473001825	2.5649526839128343	3.726499592957349	2.9665518266263478	1.8304992389850057	2.738108418905173	1.8364837549007111	0	2.938318595317692	2.45557431837172	2.186106105298426	5.146468810951751	4.911051648630891	4.462723626589618	4.980593331012425	4.761933309778992	4.438832999563327	4.587458980972223	4.391493240336289	4.320417771911767	4.50210825587807	4.200890940425586	3.985855340283706	4.285600018082669	4.003223662731067	3.863860067711591	4.299468433685694	4.079734578733814	4.0139326006694835	4.942403740561351	4.618934539172619	3.9987298582407544	4.674933315534979	4.343524876534696	3.8343743509851995	4.149955849634287	3.847074381558258	3.705610732910832	4.170656665494283	3.6440497380818466	3.205543263272322	3.8109802397015735	3.365905062826831	3.040403150886782	3.8858764294510606	3.6060902142941584	3.4387912966764294	warm.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex
4.773947890608929	4.596229556045706	4.1510644547226665	4.304366667091392	4.183348658462625	3.8092792659569654	1.921496663676464	2.384146907054244	2.8931461897412762	3.8988079176822694	3.639995362643277	3.2087020160819657	2.942212345884378	2.939279483672044	2.938318595317692	0	1.8638369755908446	2.551940398955192	5.007933149401882	4.885136631782171	4.540825504809456	4.801628824842889	4.727971770917974	4.529965943747536	4.06752313870963	4.189192235065371	4.321684800873363	4.249479806657464	4.1993712474272735	4.140534447748651	3.9721836675344453	3.9913502939034586	4.055212166462908	3.674901721609793	3.863820577228346	4.046289291316899	4.87595372963906	4.720947097266326	4.251874223991298	4.576828250362617	4.4662006621230885	4.15505370017314	3.3214272330410646	3.5206411001500464	3.7369958985992877	3.9924335930434096	3.811655674566944	3.633329378864005	3.5441174988219886	3.528994424309694	3.5588515545617594	2.8476504803125207	3.234866678585223	3.5003512134787638	warm.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex
4.908998763309836	4.564728648034919	4.065777935784324	4.491513441884644	4.093963406422209	3.6079176408538727	2.6775245351646904	1.6763380993045165	2.255675402618392	4.148582456041357	3.4901681674683376	2.9111312770869797	3.3411933012891977	2.6189982800002705	2.45557431837172	1.8638369755908446	0	1.628187878669591	5.11680525578181	4.861853420781492	4.477492622036222	4.932454697412758	4.687233255376034	4.436718017090289	4.313053470247188	3.986773467024286	4.122977338334771	4.444476076307659	4.07769390707079	3.9662678977312464	4.191020101624665	3.832809771392496	3.84008181243349	3.964457622796038	3.588746681921142	3.7872110143782924	5.010574974091514	4.693547540377083	4.179706535584502	4.721949202957613	4.383657906901899	4.013590740430372	3.719981682264108	3.195436924485272	3.4076791939234408	4.2433994985567915	3.663861132546657	3.410543911479602	3.835353478561446	3.307910137239017	3.264472041027835	3.331907618425627	2.784320740634624	3.0792763522673874	warm.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex
5.001664555032898	4.659840935032208	4.038751203444128	4.640002201880203	4.23620484743546	3.470121155784703	3.135133060502976	2.2956546119250962	1.615802634743564	4.364687576240792	3.758666086672816	2.890064209380758	3.6989146086925597	3.047509693248764	2.186106105298426	2.551940398955192	1.628187878669591	0	5.185125188526608	4.933483596504311	4.440104567077882	5.024253719342534	4.779759459222968	4.384361972246289	4.444045528552499	4.118936945659184	3.9836119053074692	4.559153280728217	4.199676794826954	3.8776100158778855	4.330261092839058	3.9761399804998816	3.7121744939365815	4.124148365427984	3.75087645351482	3.6168316310394655	5.094116535175083	4.783241692069861	4.150247972534463	4.833938076837792	4.497448215726588	3.928957866420131	3.9549574093829682	3.4606236050625383	3.1616823542859644	4.428891357773796	3.881611539266239	3.3421627477569564	4.07058444355073	3.571507271385049	3.0960101803094116	3.633325802263421	3.127149068726522	2.7669135890298224	warm.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex
4.741322322145876	4.816402989509072	4.780621164900332	4.643745608609381	4.734685023025592	4.8544496888825295	4.799128173266759	4.954232210384816	5.093065487745028	5.093360971093762	5.140495820258547	5.1027860087729335	5.019293573915636	5.107310055450655	5.146468810951751	5.007933149401882	5.11680525578181	5.185125188526608	0	1.843941392936639	3.125485171734924	2.7506026176363556	3.2244960482403897	3.8004701278043838	4.148511513413718	4.419120944642746	4.659474680519956	4.2142811935694935	4.422537578692244	4.606100963591459	4.294474945341845	4.478826045849183	4.649553709299145	4.4752338285671005	4.632534500235583	4.779215663009914	3.4869870455467096	3.695831222397174	3.9879336762465485	3.8025930595195985	4.014531295557634	4.314419387174338	4.489431777669952	4.697102555513145	4.874423980067818	4.6319667808510525	4.7593307262064055	4.840876870896484	4.6412429930583015	4.77080653800917	4.862566857673822	4.749261944628234	4.879350239556804	4.977218159197741	warm.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex
4.809596850618364	4.712246762476763	4.602654088256872	4.644985041085949	4.542817261443342	4.61264730172553	4.696603235816058	4.683248732768827	4.8320024140209865	5.077357208336982	4.982410475400565	4.893143123674547	4.9624017373214055	4.905512250997927	4.911051648630891	4.885136631782171	4.861853420781492	4.933483596504311	1.843941392936639	0	2.4383519734156303	2.907946321351014	2.487858964907575	3.156404705894392	4.040009852754372	3.9548152126476017	4.255148188717723	4.249964191566646	4.056810143962113	4.25363791599425	4.238202374171873	4.087954747012341	4.270332599932823	4.3342470565335764	4.230926647605809	4.408797411082204	3.7605391184127126	3.4577767613998573	3.658121580943839	3.8640514650575537	3.654160668279552	3.935017902966457	4.3969745585305	4.354545006753084	4.562723982532106	4.65031939684986	4.491550034895913	4.55739373261314	4.586567307713011	4.474648627539594	4.558651972726473	4.625590080945039	4.571622852649819	4.677896916115342	warm.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex
4.833999027787891	4.690140053523324	4.355469129510506	4.554913976277073	4.381487137026443	4.200578601101407	4.347076622837187	4.271577126549847	4.279057303852572	4.914112178732852	4.750096503684607	4.503595661734048	4.737723152971039	4.612665798477138	4.462723626589618	4.540825504809456	4.477492622036222	4.440104567077882	3.125485171734924	2.4383519734156303	0	3.0481832494320558	2.4756552440081765	1.5863295191585243	3.4938874508986126	3.248241248368104	3.1066859717294584	3.947287396397455	3.589846740410645	3.2054702266633863	3.813813292158369	3.506464298511113	3.2269212925586235	3.8070000573413623	3.581952809842765	3.4335422627318763	4.128724319271806	3.7915218771033397	3.1816548336308235	3.8721166710220265	3.540962824331622	3.226547253805779	3.9519979256856055	3.803566579034803	3.7695248779132653	4.4477062838320585	4.152667977455086	3.8897065401254305	4.2544103562180915	4.022844256068776	3.8332688607335474	4.1843967800511725	4.047629109280612	3.96369003008524	warm.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex
