_id	_count.warm.nobound10-10all.PPMIno	_count.warm.nobound10-10all.PPMIselection	_count.warm.nobound10-10all.PPMIweight	_count.warm.nobound10-10lex.PPMIno	_count.warm.nobound10-10lex.PPMIselection	_count.warm.nobound10-10lex.PPMIweight	_count.warm.nobound3-3all.PPMIno	_count.warm.nobound3-3all.PPMIselection	_count.warm.nobound3-3all.PPMIweight	_count.warm.nobound3-3lex.PPMIno	_count.warm.nobound3-3lex.PPMIselection	_count.warm.nobound3-3lex.PPMIweight	_count.warm.nobound5-5all.PPMIno	_count.warm.nobound5-5all.PPMIselection	_count.warm.nobound5-5all.PPMIweight	_count.warm.nobound5-5lex.PPMIno	_count.warm.nobound5-5lex.PPMIselection	_count.warm.nobound5-5lex.PPMIweight	_cws.warm.nobound10-10all.PPMIno	_cws.warm.nobound10-10all.PPMIselection	_cws.warm.nobound10-10all.PPMIweight	_cws.warm.nobound10-10lex.PPMIno	_cws.warm.nobound10-10lex.PPMIselection	_cws.warm.nobound10-10lex.PPMIweight	_cws.warm.nobound3-3all.PPMIno	_cws.warm.nobound3-3all.PPMIselection	_cws.warm.nobound3-3all.PPMIweight	_cws.warm.nobound3-3lex.PPMIno	_cws.warm.nobound3-3lex.PPMIselection	_cws.warm.nobound3-3lex.PPMIweight	_cws.warm.nobound5-5all.PPMIno	_cws.warm.nobound5-5all.PPMIselection	_cws.warm.nobound5-5all.PPMIweight	_cws.warm.nobound5-5lex.PPMIno	_cws.warm.nobound5-5lex.PPMIselection	_cws.warm.nobound5-5lex.PPMIweight	_ctxt.raw	_ctxt.warm.nobound10-10all.PPMIno	_ctxt.warm.nobound10-10all.PPMIselection	_ctxt.warm.nobound10-10all.PPMIweight	_ctxt.warm.nobound10-10lex.PPMIno	_ctxt.warm.nobound10-10lex.PPMIselection	_ctxt.warm.nobound10-10lex.PPMIweight	_ctxt.warm.nobound3-3all.PPMIno	_ctxt.warm.nobound3-3all.PPMIselection	_ctxt.warm.nobound3-3all.PPMIweight	_ctxt.warm.nobound3-3lex.PPMIno	_ctxt.warm.nobound3-3lex.PPMIselection	_ctxt.warm.nobound3-3lex.PPMIweight	_ctxt.warm.nobound5-5all.PPMIno	_ctxt.warm.nobound5-5all.PPMIselection	_ctxt.warm.nobound5-5all.PPMIweight	_ctxt.warm.nobound5-5lex.PPMIno	_ctxt.warm.nobound5-5lex.PPMIselection	_ctxt.warm.nobound5-5lex.PPMIweight
warm/ADJ/DEWAC-1-002331/661	20	11	11	10	7	7	6	3	3	3	2	2	10	5	5	5	4	4	,/$,;:/$.;;/$.;Abbild/NN;Auge/NN;Farbe/NN;Grundton/NN;Silhouette/NN;Verhältnis/NN;auf/APP;bis/KON;bleiben/VVF;d/ART;ein/ART;harmonisch/ADJ;ihr/PPO;konvexer/ADJ;sein/PPO;und/KON;zierlich-verspielte/ADJ	bleiben/VVF;zierlich-verspielte/ADJ;harmonisch/ADJ;und/KON;Silhouette/NN;,/$,;ein/ART;Auge/NN;Grundton/NN;Farbe/NN;bis/KON	bleiben/VVF;zierlich-verspielte/ADJ;harmonisch/ADJ;und/KON;Silhouette/NN;,/$,;ein/ART;Auge/NN;Grundton/NN;Farbe/NN;bis/KON	Abbild/NN;Auge/NN;Farbe/NN;Grundton/NN;Silhouette/NN;Verhältnis/NN;bleiben/VVF;harmonisch/ADJ;konvexer/ADJ;zierlich-verspielte/ADJ	Silhouette/NN;bleiben/VVF;Farbe/NN;zierlich-verspielte/ADJ;harmonisch/ADJ;Auge/NN;Grundton/NN	Silhouette/NN;bleiben/VVF;Farbe/NN;zierlich-verspielte/ADJ;harmonisch/ADJ;Auge/NN;Grundton/NN	,/$,;:/$.;Abbild/NN;Grundton/NN;sein/PPO;zierlich-verspielte/ADJ	,/$,;zierlich-verspielte/ADJ;Grundton/NN	,/$,;zierlich-verspielte/ADJ;Grundton/NN	Abbild/NN;Grundton/NN;zierlich-verspielte/ADJ	zierlich-verspielte/ADJ;Grundton/NN	zierlich-verspielte/ADJ;Grundton/NN	,/$,;:/$.;;/$.;Abbild/NN;Auge/NN;Grundton/NN;Silhouette/NN;ihr/PPO;sein/PPO;zierlich-verspielte/ADJ	Silhouette/NN;,/$,;zierlich-verspielte/ADJ;Auge/NN;Grundton/NN	Silhouette/NN;,/$,;zierlich-verspielte/ADJ;Auge/NN;Grundton/NN	Abbild/NN;Auge/NN;Grundton/NN;Silhouette/NN;zierlich-verspielte/ADJ	Silhouette/NN;zierlich-verspielte/ADJ;Auge/NN;Grundton/NN	Silhouette/NN;zierlich-verspielte/ADJ;Auge/NN;Grundton/NN	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> Grundton , zierlich-verspielte Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong> <strong>bis</strong> auf die <strong>Farbe</strong> ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> <strong>ein</strong> <strong>harmonisches</strong> Verhältnis konvexer <strong>und</strong> konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong> <strong>bis</strong> auf die <strong>Farbe</strong> ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> <strong>ein</strong> <strong>harmonisches</strong> Verhältnis konvexer <strong>und</strong> konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong><sup>0.087</sup> <strong>bis</strong><sup>0.248</sup> auf die <strong>Farbe</strong><sup>2.879</sup> ihrer <strong>Augen</strong><sup>0.326</sup> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> <strong>,</strong><sup>0.169</sup> <strong>zierlich-verspielte</strong><sup>8.471</sup> <strong>Silhouette</strong><sup>0.905</sup> ; </s> <s> <strong>ein</strong><sup>0.325</sup> <strong>harmonisches</strong><sup>1.919</sup> Verhältnis konvexer <strong>und</strong><sup>0.542</sup> konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong> bis auf die <strong>Farbe</strong> ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein <strong>harmonisches</strong> Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong> bis auf die <strong>Farbe</strong> ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein <strong>harmonisches</strong> Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen <strong>blieb</strong><sup>0.087</sup> bis auf die <strong>Farbe</strong><sup>2.879</sup> ihrer <strong>Augen</strong><sup>0.326</sup> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> , <strong>zierlich-verspielte</strong><sup>8.471</sup> <strong>Silhouette</strong><sup>0.905</sup> ; </s> <s> ein <strong>harmonisches</strong><sup>1.919</sup> Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> <strong>,</strong><sup>0.169</sup> <strong>zierlich-verspielte</strong><sup>8.471</sup> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer Augen sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> , <strong>zierlich-verspielte</strong><sup>8.471</sup> Silhouette ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> <strong>,</strong> <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong><sup>0.326</sup> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> <strong>,</strong><sup>0.169</sup> <strong>zierlich-verspielte</strong><sup>8.471</sup> <strong>Silhouette</strong><sup>0.905</sup> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong> , <strong>zierlich-verspielte</strong> <strong>Silhouette</strong> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .	</s> <s> Sabine hingegen blieb bis auf die Farbe ihrer <strong>Augen</strong><sup>0.326</sup> sein Abbild : </s> <s> <span class=""target"">warmer</span> <strong>Grundton</strong><sup>3.095</sup> , <strong>zierlich-verspielte</strong><sup>8.471</sup> <strong>Silhouette</strong><sup>0.905</sup> ; </s> <s> ein harmonisches Verhältnis konvexer und konkaver Linien .
warm/ADJ/DEWAC-1-003544/3276	20	11	11	7	3	3	6	4	4	1	1	1	10	7	7	2	1	1	""/$(;,/$,;./$.;Leute/NN;Marie-Christin/NE;Sommertag/NN;Zaun/NN;an/APP;ander/ADJ;d/ART;d/PDS;ein/ART;nehmen/VVF;nicht/PTK;noch/ADV;reichen/VVP;wenn/KOU;werden/VAF;wiederum/ADV;über/APP	./$.;an/APP;nehmen/VVF;,/$,;reichen/VVP;ein/ART;werden/VAF;wenn/KOU;noch/ADV;Marie-Christin/NE;Sommertag/NN	./$.;an/APP;nehmen/VVF;,/$,;reichen/VVP;ein/ART;werden/VAF;wenn/KOU;noch/ADV;Marie-Christin/NE;Sommertag/NN	Leute/NN;Sommertag/NN;Zaun/NN;ander/ADJ;nehmen/VVF;noch/ADV;wiederum/ADV	noch/ADV;nehmen/VVF;Sommertag/NN	noch/ADV;nehmen/VVF;Sommertag/NN	Marie-Christin/NE;Sommertag/NN;an/APP;d/ART;ein/ART;über/APP	an/APP;ein/ART;Marie-Christin/NE;Sommertag/NN	an/APP;ein/ART;Marie-Christin/NE;Sommertag/NN	Sommertag/NN	Sommertag/NN	Sommertag/NN	,/$,;Marie-Christin/NE;Sommertag/NN;Zaun/NN;an/APP;d/ART;ein/ART;reichen/VVP;wenn/KOU;über/APP	wenn/KOU;an/APP;,/$,;reichen/VVP;ein/ART;Marie-Christin/NE;Sommertag/NN	wenn/KOU;an/APP;,/$,;reichen/VVP;ein/ART;Marie-Christin/NE;Sommertag/NN	Sommertag/NN;Zaun/NN	Sommertag/NN	Sommertag/NN	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> Sommertag über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong> die <strong>noch</strong> nicht "" <strong>,</strong> <strong>wenn</strong> <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun <strong>gereicht</strong> <strong>wird</strong> <strong>.</strong> </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong> die <strong>noch</strong> nicht "" <strong>,</strong> <strong>wenn</strong> <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun <strong>gereicht</strong> <strong>wird</strong> <strong>.</strong> </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong><sup>0.141</sup> die <strong>noch</strong><sup>0.911</sup> nicht "" <strong>,</strong><sup>0.169</sup> <strong>wenn</strong><sup>0.452</sup> <strong>Marie-Christin</strong><sup>3.693</sup> <strong>an</strong><sup>0.591</sup> <strong>einem</strong><sup>0.325</sup> <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun <strong>gereicht</strong><sup>1.417</sup> <strong>wird</strong><sup>0.386</sup> <strong>.</strong><sup>0.501</sup> </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong> die <strong>noch</strong> nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong> die <strong>noch</strong> nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine <strong>nehmen</strong><sup>0.141</sup> die <strong>noch</strong><sup>0.911</sup> nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn <strong>Marie-Christin</strong><sup>3.693</sup> <strong>an</strong><sup>0.591</sup> <strong>einem</strong><sup>0.325</sup> <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" <strong>,</strong> <strong>wenn</strong> <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun <strong>gereicht</strong> wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" <strong>,</strong> <strong>wenn</strong> <strong>Marie-Christin</strong> <strong>an</strong> <strong>einem</strong> <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun <strong>gereicht</strong> wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" <strong>,</strong><sup>0.169</sup> <strong>wenn</strong><sup>0.452</sup> <strong>Marie-Christin</strong><sup>3.693</sup> <strong>an</strong><sup>0.591</sup> <strong>einem</strong><sup>0.325</sup> <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun <strong>gereicht</strong><sup>1.417</sup> wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen	aber Pech haben , so Kleine nehmen die noch nicht "" , wenn Marie-Christin an einem <span class=""target"">warmen</span> <strong>Sommertag</strong><sup>5.738</sup> über den Zaun gereicht wird . </s> <s> Andere Leute wiederum meinen wir scherzen
warm/ADJ/DEWAC-1-005670/1037	19	12	12	9	6	6	6	2	2	3	2	2	10	5	5	5	3	3	./$.;Feuchtigkeit/NN;Luft/NN;Meer/NN;Menge/NN;am/APP;an/APP;bisher/ADV;d/ART;fast/ADV;genug/ADV;groß/ADJ;jedoch/ADV;nicht/PTK;sein/VAF;transportieren/VVI;um/APP;wie/KOK;zu/PTK	./$.;an/APP;Menge/NN;Feuchtigkeit/NN;Meer/NN;zu/PTK;fast/ADV;transportieren/VVI;sein/VAF;wie/KOK;genug/ADV;Luft/NN	./$.;an/APP;Menge/NN;Feuchtigkeit/NN;Meer/NN;zu/PTK;fast/ADV;transportieren/VVI;sein/VAF;wie/KOK;genug/ADV;Luft/NN	Feuchtigkeit/NN;Luft/NN;Meer/NN;Menge/NN;bisher/ADV;fast/ADV;genug/ADV;groß/ADJ;jedoch/ADV	genug/ADV;Luft/NN;Menge/NN;Feuchtigkeit/NN;Meer/NN;fast/ADV	genug/ADV;Luft/NN;Menge/NN;Feuchtigkeit/NN;Meer/NN;fast/ADV	Luft/NN;d/ART;genug/ADV;groß/ADJ;nicht/PTK;um/APP	genug/ADV;Luft/NN	genug/ADV;Luft/NN	Luft/NN;genug/ADV;groß/ADJ	genug/ADV;Luft/NN	genug/ADV;Luft/NN	Luft/NN;Menge/NN;an/APP;d/ART;genug/ADV;groß/ADJ;jedoch/ADV;nicht/PTK;sein/VAF;um/APP	an/APP;genug/ADV;Luft/NN;Menge/NN;sein/VAF	an/APP;genug/ADV;Luft/NN;Menge/NN;sein/VAF	Luft/NN;Menge/NN;genug/ADV;groß/ADJ;jedoch/ADV	genug/ADV;Luft/NN;Menge/NN	genug/ADV;Luft/NN;Menge/NN	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die Luft nicht <span class=""target"">warm</span> genug um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong> <strong>wie</strong> am <strong>Meer</strong> <strong>.</strong> </s> <s> Jedoch <strong>war</strong> die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> <strong>an</strong> <strong>Feuchtigkeit</strong> <strong>zu</strong> <strong>transportieren</strong> <strong>.</strong> </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong> <strong>wie</strong> am <strong>Meer</strong> <strong>.</strong> </s> <s> Jedoch <strong>war</strong> die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> <strong>an</strong> <strong>Feuchtigkeit</strong> <strong>zu</strong> <strong>transportieren</strong> <strong>.</strong> </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong><sup>0.624</sup> <strong>wie</strong><sup>0.609</sup> am <strong>Meer</strong><sup>2.231</sup> <strong>.</strong><sup>0.501</sup> </s> <s> Jedoch <strong>war</strong><sup>0.441</sup> die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große <strong>Mengen</strong><sup>0.031</sup> <strong>an</strong><sup>0.591</sup> <strong>Feuchtigkeit</strong><sup>3.288</sup> <strong>zu</strong><sup>0.179</sup> <strong>transportieren</strong><sup>0.924</sup> <strong>.</strong><sup>0.501</sup> </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong> wie am <strong>Meer</strong> . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> an <strong>Feuchtigkeit</strong> zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong> wie am <strong>Meer</strong> . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> an <strong>Feuchtigkeit</strong> zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , <strong>fast</strong><sup>0.624</sup> wie am <strong>Meer</strong><sup>2.231</sup> . </s> <s> Jedoch war die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große <strong>Mengen</strong><sup>0.031</sup> an <strong>Feuchtigkeit</strong><sup>3.288</sup> zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große Mengen an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch <strong>war</strong> die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> <strong>an</strong> Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch <strong>war</strong> die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> <strong>an</strong> Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch <strong>war</strong><sup>0.441</sup> die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große <strong>Mengen</strong><sup>0.031</sup> <strong>an</strong><sup>0.591</sup> Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong> nicht <span class=""target"">warm</span> <strong>genug</strong> um große <strong>Mengen</strong> an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch	Salzig und feucht , fast wie am Meer . </s> <s> Jedoch war die <strong>Luft</strong><sup>3.733</sup> nicht <span class=""target"">warm</span> <strong>genug</strong><sup>1.957</sup> um große <strong>Mengen</strong><sup>0.031</sup> an Feuchtigkeit zu transportieren . </s> <s> Bisher waren sie noch
