heiss.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSlex	_model
0	1.7687244013358472	2.7354931538806406	3.2967460249285625	3.5562561786438724	4.075109744289712	4.476314404948063	4.675280869812895	4.837776816819659	3.7084952120032018	3.9917685352413277	4.224373561395174	4.407778976078987	4.540461431739276	4.693736483844609	4.747484858942027	4.8852174300153335	4.972861473910938	4.7687883526933215	4.823536733125378	4.855526588730628	4.982365634473123	5.023420262100242	5.058058146541251	5.053320020556252	5.160360173697057	5.183070899120183	4.9670994222427405	5.017626311859197	5.030464804283974	4.967880348667148	5.015843879268817	5.026871329916328	5.009123921057746	5.081696400620848	5.0965732894081865	3.8480247228046847	3.9968600387490008	4.270067687231244	4.482770538545196	4.555786059354711	4.732909051525538	4.828947158026162	4.983479973161069	5.054573465172388	4.613005873769701	4.744494968406259	4.833996664713171	4.813700992845943	4.899718676790043	4.9587641611488715	4.937365284380776	5.050883052117589	5.093078472919855	heiss.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex
1.7687244013358472	0	1.9534907716598533	3.3201406005762166	3.039611411372872	3.5931377094736097	4.358177741259732	4.359624495511113	4.539529838372878	3.729427504156136	3.559982748564732	3.817625084601647	4.333774643364205	4.21374024696761	4.365390868051227	4.612981520753892	4.6021817649023555	4.692460870058096	4.755468312739844	4.627560146620637	4.625756593583336	4.928521749188247	4.839327928372119	4.850014446934605	4.963747830652241	4.975969394086614	4.9870096629779495	4.896570983085548	4.838668010920025	4.844239001434864	4.89504982049467	4.848235800227156	4.847660407333245	4.918057694941209	4.912716539415271	4.91251216838379	3.9385194222188438	3.6951099534371457	3.9275009187433167	4.452261012041533	4.303567776062984	4.453131121688773	4.728076058971238	4.759172574800553	4.834000086293714	4.578057322483673	4.505414440434484	4.593839711053656	4.7546809595154285	4.697571191389762	4.74158700955609	4.838004626898576	4.849661404423664	4.882534595150528	heiss.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex
2.7354931538806406	1.9534907716598533	0	3.269291031140657	2.7899737016274835	2.6727736739978614	4.0907129800728566	4.032335464057458	4.030463009682155	3.8378804452593083	3.569246878903361	3.2820263214756316	4.185784109583811	3.9684324827237356	3.854441412642541	4.366846776754135	4.318932633585573	4.27865842185878	4.747015740572389	4.537616436994491	4.310916968949816	4.794529105191486	4.635900854774775	4.51471011308712	4.779630816535689	4.768283577455819	4.707205896435122	4.778038770658088	4.68250544714827	4.590034939065307	4.738174640874594	4.657750147974063	4.576231608155624	4.742862997349358	4.716678211319002	4.657963612795436	4.0792882639692225	3.7234964473129097	3.4464012377022306	4.321418085884328	4.061645576917727	3.967015919288143	4.5160647460889995	4.51303711154623	4.47902215979954	4.498239039713821	4.350907364953572	4.246037525088562	4.601575888937661	4.491726254219484	4.40289510007768	4.650550153003248	4.6384085029343	4.583344436954248	heiss.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex
3.2967460249285625	3.3201406005762166	3.269291031140657	0	1.7113372379989777	2.9722514229690598	3.808552111700743	4.089613449914747	4.363563244313857	4.117360000623913	4.19319066582503	4.178968474438173	3.6905712137828663	3.898582078684285	4.1776291998077335	4.264805788723614	4.441159295425969	4.604275968372742	4.592032938355112	4.594556254208618	4.509928475027231	4.379627253961356	4.447585745684106	4.557002146028552	4.644891917598769	4.775437775949375	4.851927966145132	4.726843438330749	4.765516697463794	4.781394126643599	4.602594023120415	4.6674783706576966	4.729034621208811	4.695770107601831	4.780775181120799	4.840794972441974	3.985827294610993	3.9711332859120176	3.9790818238510965	3.534167246397937	3.6890958271682166	4.052534774751693	4.307531416712794	4.498492357588347	4.663025471771772	4.466610565583523	4.518941642720316	4.564799611418349	4.304083019730289	4.422269262401953	4.5674197128733995	4.539976522792009	4.673885042353124	4.789608074816773	heiss.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex
3.5562561786438724	3.039611411372872	2.7899737016274835	1.7113372379989777	0	2.2056096025095817	3.810984873753077	3.716373773571424	4.0017848707527595	4.1669277482861	3.9023719546440168	3.8174968706505803	3.782554066377648	3.522471020266105	3.788232156867134	4.20487148288692	4.114110435708237	4.277354602099768	4.641521142695503	4.416518583808951	4.264144711043279	4.413035328433732	4.232907878944719	4.297254610224074	4.596434076304584	4.554569464643575	4.615918245767355	4.70096297659349	4.581402789806726	4.585903487641023	4.563207858005887	4.462717920738872	4.513674964838041	4.62521049942645	4.572120148155311	4.6173811902818755	4.118174465273722	3.7386431693334843	3.6376199564199347	3.693167158568308	3.377437931231579	3.6900652291381784	4.2919526809662125	4.244867240051988	4.404554845363661	4.484215735736304	4.293904274890735	4.315736570613885	4.324263651593145	4.1842112937051485	4.312011877660887	4.492779347234517	4.441369756381055	4.539350053281866	heiss.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex
4.075109744289712	3.5931377094736097	2.6727736739978614	2.9722514229690598	2.2056096025095817	0	3.769381306065366	3.5489926894222954	3.318491456140474	4.335407641469401	4.0023792752812275	3.4980571400307245	3.9474328400729477	3.5775176723498063	3.2135227875036203	4.06476419709899	3.901446125453227	3.7612605971129405	4.7671950100795355	4.462347263153973	3.9926867311200214	4.533896133800495	4.255783252711653	3.9657865389597817	4.500230218599735	4.408686695212424	4.28981468741061	4.661078350324099	4.498299652612189	4.336602157226336	4.5119512443688015	4.364220568211033	4.228873950044534	4.5012205208564	4.4200825367615435	4.330174647501702	4.430854246396932	3.9870474172283408	3.343065545480529	4.051140151301248	3.6174077538022384	3.209842210310419	4.249349189829122	4.128970633727166	4.0008442879728525	4.535917964434843	4.263934931312678	4.0203253323029315	4.356129180062466	4.143281570686693	3.964957584863945	4.403428226588815	4.304724430700401	4.201015239609972	heiss.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex
4.476314404948063	4.358177741259732	4.0907129800728566	3.808552111700743	3.810984873753077	3.769381306065366	0	2.035755418604312	2.904012447303033	4.098821332164641	3.9523086837536874	3.691739680770597	3.3882448489190726	3.40478561661344	3.4914849645034804	2.1154118451095383	2.8600155975298027	3.3436274605313065	4.666114570397755	4.566546106200542	4.237567584385134	4.4069442301564905	4.3701166610139754	4.302523226870997	3.335777832847091	3.7102082516163604	4.032434311750047	4.100292036737536	4.109921824348747	4.087969307148733	3.896615012781547	3.9965344507723475	4.098040021540206	3.558131484309074	3.849267234439771	4.101966449795722	4.560662127215872	4.435795728407942	4.072731624921771	4.138767160222837	4.110089277597493	4.039606978224254	2.383087218472373	3.0304431472235462	3.5718566561732827	4.073825927456409	3.9889789980281862	3.8580583598875653	3.658869911517539	3.7580194432523233	3.853199078332352	3.0191444296726506	3.4910290444885774	3.8464834622566175	heiss.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex
4.675280869812895	4.359624495511113	4.032335464057458	4.089613449914747	3.716373773571424	3.5489926894222954	2.035755418604312	0	1.992410427347955	4.2638116932439205	3.7931798266768935	3.4413731315525826	3.6526745672596186	3.0483807354774113	3.0288201876745227	2.6743116423883126	1.8724675968563795	2.564542925588815	4.796386461374318	4.481923660493896	4.099904566485163	4.543688691808069	4.235440028835363	4.099633778531905	3.621060005933786	3.183216848666909	3.5875423353429405	4.2045980534220195	3.8544035226451285	3.819813668920255	4.018893360433665	3.6718931196278914	3.763808070800763	3.7353216281240833	3.373453742749875	3.6861506716243864	4.758078266797587	4.417805071422361	3.989069063586092	4.361869942963591	4.01601751762847	3.8580552297082873	3.017145170372739	2.313042989224628	3.012666449324981	4.24921351412149	3.787813488833959	3.607055119691343	3.8923810568744512	3.46249923597096	3.50131691364069	3.378704721923029	2.9080399679580853	3.3450594006078656	heiss.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex
4.837776816819659	4.539529838372878	4.030463009682155	4.363563244313857	4.0017848707527595	3.318491456140474	2.904012447303033	1.992410427347955	0	4.485709600896331	4.067516985687877	3.4655028350636794	3.9839132775799744	3.4522435938498335	2.784053146469402	3.190200788359456	2.525252154331432	1.8118678321103439	4.907541066141275	4.583438547564392	4.029459066749629	4.697685923085416	4.3737061877711065	3.966775936444563	3.9172683072546395	3.4997110704589125	3.2598672675579436	4.360926460902201	4.035389793618727	3.735728361018093	4.208795320893446	3.8701608020333684	3.5826315538940747	3.9646365432209376	3.611531185780624	3.440808991727401	4.883956609999748	4.540057209781662	3.9129237594601562	4.565491731762484	4.2055002076207035	3.6856112492552953	3.5475870287825857	2.935108861375909	2.4484463484344534	4.4430281784290315	4.00344085227553	3.5331258569486725	4.151561192698048	3.7338141004143877	3.266500640249751	3.743085248103885	3.2726860194518834	2.9490641182551203	heiss.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex
3.7084952120032018	3.729427504156136	3.8378804452593083	4.117360000623913	4.1669277482861	4.335407641469401	4.098821332164641	4.2638116932439205	4.485709600896331	0	1.8482696379797618	2.6564410078788474	2.9818187243727086	3.342280344735416	3.786943595051772	3.9281125798358647	4.185579111201005	4.393479712084854	5.094566512779296	5.037036764796998	4.906524471637387	5.089848352802043	5.061022073871621	5.00879361163934	4.822983532145291	4.90073533315237	4.961441598934632	4.3432230783770605	4.422513099205906	4.53877329843953	4.465116771130166	4.545973694296967	4.647108571659024	4.606532632605541	4.7160712277355925	4.797606385456278	4.677912619614063	4.639002574277006	4.57212447825292	4.772173768032724	4.753797282442533	4.783051242281241	4.53919532928275	4.656165809678693	4.780802368344163	3.515839524265055	3.7479250445924626	4.013806664960145	4.0358675059281355	4.179406269063538	4.382258839989341	4.365403428805504	4.536400175064968	4.669269072678235	heiss.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex
