heiss.nobound10-10all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound10-10all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound3-3all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound3-3lex.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound5-5all.PPMIweight.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIno.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIselection.LENGTHFOC.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTH1000.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTH5000.SOCPOSlex	heiss.nobound5-5lex.PPMIweight.LENGTHFOC.SOCPOSlex	_model
3.9917685352413277	3.559982748564732	3.569246878903361	4.19319066582503	3.9023719546440168	4.0023792752812275	3.9523086837536874	3.7931798266768935	4.067516985687877	1.8482696379797618	0	1.8783356545394236	3.1271955249490744	2.737382551628375	3.2443261759403987	3.7726255683946737	3.6712860543233297	3.923682456988062	5.060421230464628	4.8526827044545575	4.682165578959415	5.0328470824455	4.869544171296052	4.79143441310622	4.700873021213761	4.633961925603414	4.693867368729586	4.312784894071456	4.154006845491627	4.277854865761968	4.412733528785352	4.298516739843556	4.389170580836268	4.495617500403786	4.44174870030092	4.521743176930744	4.738476635977542	4.460157752424906	4.326529935635705	4.760592792742613	4.546665451849158	4.533240129830713	4.408706426535776	4.319730104444379	4.466813996652813	3.6518172195781315	3.3736963816355288	3.665754002069475	4.047378486514112	3.8646990492539057	4.050758694230959	4.248001783261211	4.189663420204454	4.333936590185413	heiss.nobound10-10lex.PPMIno.LENGTH5000.SOCPOSlex
4.224373561395174	3.817625084601647	3.2820263214756316	4.178968474438173	3.8174968706505803	3.4980571400307245	3.691739680770597	3.4413731315525826	3.4655028350636794	2.6564410078788474	1.8783356545394236	0	3.0983241388430702	2.5627109070526393	2.298740270187434	3.4871778753714744	3.2920334375701037	3.2479385036912407	4.993725411984125	4.7326065355612155	4.391802674347056	4.904470298544289	4.684963777203761	4.48253030116709	4.493261519364384	4.399444343074845	4.370041370147558	4.209339905557481	4.0018942640954585	3.9273706826043964	4.253589752276494	4.093704367810714	4.0350979462419705	4.293074901262751	4.210149127072986	4.1903433663227	4.761512925806777	4.435775725393514	3.987857453984394	4.666411875167603	4.381249643273589	4.146266428775655	4.204579462211139	4.066905897668853	4.063325933121034	3.7246668377236327	3.3634256299215624	3.177122598800929	3.9431919117588126	3.6843163592016426	3.5808791573802545	4.054957221126707	3.9499956746916007	3.9214960465075994	heiss.nobound10-10lex.PPMIno.LENGTHFOC.SOCPOSlex
4.407778976078987	4.333774643364205	4.185784109583811	3.6905712137828663	3.782554066377648	3.9474328400729477	3.3882448489190726	3.6526745672596186	3.9839132775799744	2.9818187243727086	3.1271955249490744	3.0983241388430702	0	1.8525284217139297	2.796912521441773	2.931390054809993	3.405928226655655	3.7920157059236383	4.95542513207492	4.880959013107296	4.668320868204978	4.735262924600311	4.720987868020479	4.67038048466086	4.367813021731852	4.501861247111998	4.613893288874573	4.003486056641803	4.0947277148913415	4.193440531512052	3.8253247542962856	3.99173511669973	4.209273575726282	4.074167316676673	4.259973667036675	4.440210398007368	4.726117754960455	4.640057476334536	4.430656216103287	4.345946206556834	4.362551766571596	4.400447040509697	3.960949205006771	4.144239442382507	4.359861506640703	3.4744592463743453	3.5851650415127794	3.6951159728737433	3.024227306963396	3.3418331043268146	3.7451405322279774	3.6483250976463117	3.934396738818132	4.2002146775125055	heiss.nobound10-10lex.PPMIselection.LENGTH1000.SOCPOSlex
4.540461431739276	4.21374024696761	3.9684324827237356	3.898582078684285	3.522471020266105	3.5775176723498063	3.40478561661344	3.0483807354774113	3.4522435938498335	3.342280344735416	2.737382551628375	2.5627109070526393	1.8525284217139297	0	1.963821548705423	3.0154788245900765	2.688024979967712	3.17319372422713	4.95014206015484	4.6959988816045986	4.427631629706184	4.717416816759971	4.492191661826809	4.407448071904111	4.295620528097805	4.152716576162754	4.281297299041785	4.037555435405137	3.7779078520789735	3.8839436655602664	3.8774784453632622	3.6355894501457025	3.873413318836367	4.0401189539351074	3.891562653626514	4.0934650806594925	4.801529000245238	4.494976412373741	4.204812226371578	4.427561874144319	4.140856573387531	4.117376910493489	3.947164551842932	3.7205541050498976	3.9706962501771623	3.695300457086439	3.255397401429195	3.335758915270268	3.3118640800465964	2.8835083988249792	3.3158151648525553	3.6932326256048866	3.4850521280705467	3.7854615697034624	heiss.nobound10-10lex.PPMIselection.LENGTH5000.SOCPOSlex
4.693736483844609	4.365390868051227	3.854441412642541	4.1776291998077335	3.788232156867134	3.2135227875036203	3.4914849645034804	3.0288201876745227	2.784053146469402	3.786943595051772	3.2443261759403987	2.298740270187434	2.796912521441773	1.963821548705423	0	3.133763059645004	2.692761581891627	2.3447562318866075	4.991478523086218	4.696882594597283	4.247161302924571	4.781544023363365	4.505040645609417	4.204754641000367	4.301049366001452	4.112672796650533	4.009683963944052	4.17277867057164	3.8742196024233015	3.6498944498460504	4.033032919231433	3.7478573405137436	3.581762411658639	4.065368735579112	3.8766167390255917	3.7984246042870486	4.8924909351302635	4.554099477948077	4.018716732630237	4.570881402708638	4.235157360077166	3.859153651280749	4.007478208680682	3.7158247218967424	3.588384534316885	3.9975717711687047	3.53065776191663	3.075328182911363	3.691400325164489	3.2477902362812117	2.883877365934012	3.797240086397583	3.529942747974542	3.3762120021284137	heiss.nobound10-10lex.PPMIselection.LENGTHFOC.SOCPOSlex
4.747484858942027	4.612981520753892	4.366846776754135	4.264805788723614	4.20487148288692	4.06476419709899	2.1154118451095383	2.6743116423883126	3.190200788359456	3.9281125798358647	3.7726255683946737	3.4871778753714744	2.931390054809993	3.0154788245900765	3.133763059645004	0	2.063588425784364	2.8324518605614193	4.867798226422754	4.723399802136101	4.37855126087323	4.630828250200979	4.535615130034613	4.388759614174845	3.6211526248315082	3.8838115232779553	4.095145917814117	3.8994452059868636	3.9171431641144476	3.906474449260658	3.6525176499425345	3.7810202413636254	3.924329336347181	3.1949670875411273	3.5866179025107865	3.9216744588487114	4.826563153421557	4.678419530239627	4.306190968365252	4.484010684692307	4.400623028328061	4.248652830287638	2.9788656038808456	3.3707740701769286	3.7321591683785433	3.8296283202109356	3.727466578574407	3.589794365254496	3.3391805276624744	3.4623743913835066	3.5937265980107664	2.38749633466136	3.0540130417025737	3.537382267930399	heiss.nobound10-10lex.PPMIweight.LENGTH1000.SOCPOSlex
4.8852174300153335	4.6021817649023555	4.318932633585573	4.441159295425969	4.114110435708237	3.901446125453227	2.8600155975298027	1.8724675968563795	2.525252154331432	4.185579111201005	3.6712860543233297	3.2920334375701037	3.405928226655655	2.688024979967712	2.692761581891627	2.063588425784364	0	1.8825224099457927	4.934582730688459	4.609769726685057	4.240510251309153	4.714413953955945	4.389117956607963	4.198698811630562	3.877912161042741	3.4085376348533307	3.687606577213959	4.0943193128435595	3.663245474088847	3.6387209699934284	3.898830855100603	3.4470856502108576	3.579572647262822	3.569158307369794	3.0321092903211784	3.4682383904612375	4.934959259940348	4.608193292814608	4.207374957164081	4.615063652921391	4.277285045199762	4.069709410026344	3.450982254741147	2.7769993163259623	3.228024605166896	4.105569788806507	3.556357798154212	3.369167369616714	3.723346261643186	3.1594959313624793	3.2251667427502717	3.0792964241093204	2.29614716563368	2.9605788167646176	heiss.nobound10-10lex.PPMIweight.LENGTH5000.SOCPOSlex
4.972861473910938	4.692460870058096	4.27865842185878	4.604275968372742	4.277354602099768	3.7612605971129405	3.3436274605313065	2.564542925588815	1.8118678321103439	4.393479712084854	3.923682456988062	3.2479385036912407	3.7920157059236383	3.17319372422713	2.3447562318866075	2.8324518605614193	1.8825224099457927	0	5.011401199014988	4.675675610542629	4.180273705674867	4.831375930624056	4.500909130266146	4.110736974732727	4.101320531908585	3.6811770554121455	3.425414301007311	4.272542008363331	3.8821187431522866	3.521815408102859	4.117112300654111	3.708777510336871	3.348112802105493	3.856940492000068	3.3925652629584375	3.1333973610340324	5.016244104346289	4.680742706580222	4.138579171022923	4.747714417560149	4.400695120745458	3.947963514208747	3.807752117220457	3.2218785884048544	2.814142599770334	4.317425743169016	3.809524167234653	3.271129924470911	4.023674937555323	3.520571230793351	2.939676929699431	3.555279601007645	2.9228391660696085	2.4049707625746284	heiss.nobound10-10lex.PPMIweight.LENGTHFOC.SOCPOSlex
4.7687883526933215	4.755468312739844	4.747015740572389	4.592032938355112	4.641521142695503	4.7671950100795355	4.666114570397755	4.796386461374318	4.907541066141275	5.094566512779296	5.060421230464628	4.993725411984125	4.95542513207492	4.95014206015484	4.991478523086218	4.867798226422754	4.934582730688459	5.011401199014988	0	1.8579825054891346	3.0484600612560433	2.8359460719375624	3.269038056662011	3.85141361503174	4.189131754354002	4.451699961059785	4.644693654758653	4.190327213961103	4.376334223912591	4.51563590658495	4.283851993240078	4.435287421804458	4.580990087110108	4.422580390584552	4.5783476026843	4.70607190414103	3.560557345848402	3.7208005617573074	3.9729212945536987	3.793056601396817	3.9877336660123115	4.29688326979227	4.435306411601753	4.6423607920596694	4.774389267157566	4.715057772338783	4.761812526038002	4.775057120614435	4.637873563430094	4.719012572228988	4.793375042139538	4.696482695636923	4.812302505756987	4.891894201748771	heiss.nobound3-3all.PPMIno.LENGTH1000.SOCPOSlex
4.823536733125378	4.627560146620637	4.537616436994491	4.594556254208618	4.416518583808951	4.462347263153973	4.566546106200542	4.481923660493896	4.583438547564392	5.037036764796998	4.8526827044545575	4.7326065355612155	4.880959013107296	4.6959988816045986	4.696882594597283	4.723399802136101	4.609769726685057	4.675675610542629	1.8579825054891346	0	2.323918989742798	3.0689127411489285	2.625811396512787	3.2473863668615013	4.0915473957768045	4.009076414317289	4.20778929445682	4.194334647611164	4.007937847612252	4.138481458007825	4.226065871155874	4.055412585546358	4.1810413959862975	4.284245152073161	4.174128421439386	4.2842892044760985	3.792792990380035	3.4180130287786636	3.560351963001422	3.8876303419358136	3.6140725844223267	3.8553535883430317	4.343303797287427	4.270232337839637	4.398394731188221	4.691798698198479	4.4569623641137515	4.430240606917043	4.577593618599546	4.394871563858182	4.429156146667478	4.5595089245270275	4.447245703883804	4.505465346390305	heiss.nobound3-3all.PPMIno.LENGTH5000.SOCPOSlex
