_id	_count.heiss.nobound10-10all.PPMIno	_count.heiss.nobound10-10all.PPMIselection	_count.heiss.nobound10-10all.PPMIweight	_count.heiss.nobound10-10lex.PPMIno	_count.heiss.nobound10-10lex.PPMIselection	_count.heiss.nobound10-10lex.PPMIweight	_count.heiss.nobound3-3all.PPMIno	_count.heiss.nobound3-3all.PPMIselection	_count.heiss.nobound3-3all.PPMIweight	_count.heiss.nobound3-3lex.PPMIno	_count.heiss.nobound3-3lex.PPMIselection	_count.heiss.nobound3-3lex.PPMIweight	_count.heiss.nobound5-5all.PPMIno	_count.heiss.nobound5-5all.PPMIselection	_count.heiss.nobound5-5all.PPMIweight	_count.heiss.nobound5-5lex.PPMIno	_count.heiss.nobound5-5lex.PPMIselection	_count.heiss.nobound5-5lex.PPMIweight	_cws.heiss.nobound10-10all.PPMIno	_cws.heiss.nobound10-10all.PPMIselection	_cws.heiss.nobound10-10all.PPMIweight	_cws.heiss.nobound10-10lex.PPMIno	_cws.heiss.nobound10-10lex.PPMIselection	_cws.heiss.nobound10-10lex.PPMIweight	_cws.heiss.nobound3-3all.PPMIno	_cws.heiss.nobound3-3all.PPMIselection	_cws.heiss.nobound3-3all.PPMIweight	_cws.heiss.nobound3-3lex.PPMIno	_cws.heiss.nobound3-3lex.PPMIselection	_cws.heiss.nobound3-3lex.PPMIweight	_cws.heiss.nobound5-5all.PPMIno	_cws.heiss.nobound5-5all.PPMIselection	_cws.heiss.nobound5-5all.PPMIweight	_cws.heiss.nobound5-5lex.PPMIno	_cws.heiss.nobound5-5lex.PPMIselection	_cws.heiss.nobound5-5lex.PPMIweight	_ctxt.raw	_ctxt.heiss.nobound10-10all.PPMIno	_ctxt.heiss.nobound10-10all.PPMIselection	_ctxt.heiss.nobound10-10all.PPMIweight	_ctxt.heiss.nobound10-10lex.PPMIno	_ctxt.heiss.nobound10-10lex.PPMIselection	_ctxt.heiss.nobound10-10lex.PPMIweight	_ctxt.heiss.nobound3-3all.PPMIno	_ctxt.heiss.nobound3-3all.PPMIselection	_ctxt.heiss.nobound3-3all.PPMIweight	_ctxt.heiss.nobound3-3lex.PPMIno	_ctxt.heiss.nobound3-3lex.PPMIselection	_ctxt.heiss.nobound3-3lex.PPMIweight	_ctxt.heiss.nobound5-5all.PPMIno	_ctxt.heiss.nobound5-5all.PPMIselection	_ctxt.heiss.nobound5-5all.PPMIweight	_ctxt.heiss.nobound5-5lex.PPMIno	_ctxt.heiss.nobound5-5lex.PPMIselection	_ctxt.heiss.nobound5-5lex.PPMIweight
heiß/ADJ/DEWAC-1-001807/251	16	15	15	8	7	7	6	6	6	3	3	3	9	9	9	4	4	4	,/$,;./$.;Olivenöl/NN;Pfanne/NN;Puderzucker/NN;Streife/NN;anschwitzen/VVF;bestäuben/VVI;ein/ART;geben/VVF;in/APP;kurz/ADJ;mit/APP;putzen/VVF;schneiden/VVI;und/KON	in/APP;mit/APP;ein/ART;Olivenöl/NN;anschwitzen/VVF;kurz/ADJ;Puderzucker/NN;Pfanne/NN;,/$,;geben/VVF;schneiden/VVI;./$.;bestäuben/VVI;Streife/NN;und/KON	in/APP;mit/APP;ein/ART;Olivenöl/NN;anschwitzen/VVF;kurz/ADJ;Puderzucker/NN;Pfanne/NN;,/$,;geben/VVF;schneiden/VVI;./$.;bestäuben/VVI;Streife/NN;und/KON	Olivenöl/NN;Pfanne/NN;Puderzucker/NN;Streife/NN;anschwitzen/VVF;geben/VVF;kurz/ADJ;putzen/VVF	anschwitzen/VVF;kurz/ADJ;Puderzucker/NN;Pfanne/NN;geben/VVF;Streife/NN;Olivenöl/NN	anschwitzen/VVF;kurz/ADJ;Puderzucker/NN;Pfanne/NN;geben/VVF;Streife/NN;Olivenöl/NN	./$.;Olivenöl/NN;Pfanne/NN;ein/ART;geben/VVF;mit/APP	Pfanne/NN;mit/APP;ein/ART;geben/VVF;./$.;Olivenöl/NN	Pfanne/NN;mit/APP;ein/ART;geben/VVF;./$.;Olivenöl/NN	Olivenöl/NN;Pfanne/NN;geben/VVF	Pfanne/NN;geben/VVF;Olivenöl/NN	Pfanne/NN;geben/VVF;Olivenöl/NN	./$.;Olivenöl/NN;Pfanne/NN;Puderzucker/NN;ein/ART;geben/VVF;in/APP;mit/APP;und/KON	und/KON;Puderzucker/NN;Pfanne/NN;in/APP;mit/APP;ein/ART;geben/VVF;./$.;Olivenöl/NN	und/KON;Puderzucker/NN;Pfanne/NN;in/APP;mit/APP;ein/ART;geben/VVF;./$.;Olivenöl/NN	Olivenöl/NN;Pfanne/NN;Puderzucker/NN;geben/VVF	Puderzucker/NN;Pfanne/NN;geben/VVF;Olivenöl/NN	Puderzucker/NN;Pfanne/NN;geben/VVF;Olivenöl/NN	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine Pfanne mit <span class=""target"">heißem</span> Olivenöl geben . </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen <strong>,</strong> <strong>in</strong> <strong>Streifen</strong> <strong>schneiden</strong> <strong>und</strong> <strong>in</strong> <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> <strong>Mit</strong> <strong>Puderzucker</strong> <strong>bestäuben</strong> <strong>und</strong> <strong>kurz</strong> <strong>anschwitzen</strong> <strong>.</strong> </s> <s> Dann	<s> Für den Salat den Chicorée putzen <strong>,</strong> <strong>in</strong> <strong>Streifen</strong> <strong>schneiden</strong> <strong>und</strong> <strong>in</strong> <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> <strong>Mit</strong> <strong>Puderzucker</strong> <strong>bestäuben</strong> <strong>und</strong> <strong>kurz</strong> <strong>anschwitzen</strong> <strong>.</strong> </s> <s> Dann	<s> Für den Salat den Chicorée putzen <strong>,</strong><sup>0.003</sup> <strong>in</strong><sup>0.346</sup> <strong>Streifen</strong><sup>1.008</sup> <strong>schneiden</strong><sup>2.79</sup> <strong>und</strong><sup>0.294</sup> <strong>in</strong><sup>0.346</sup> <strong>eine</strong><sup>0.353</sup> <strong>Pfanne</strong><sup>4.833</sup> <strong>mit</strong><sup>0.567</sup> <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> <strong>.</strong><sup>0.374</sup> </s> <s> <strong>Mit</strong><sup>0.567</sup> <strong>Puderzucker</strong><sup>3.321</sup> <strong>bestäuben</strong><sup>4.463</sup> <strong>und</strong><sup>0.294</sup> <strong>kurz</strong><sup>1.078</sup> <strong>anschwitzen</strong><sup>3.85</sup> <strong>.</strong><sup>0.374</sup> </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in <strong>Streifen</strong> schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit <strong>Puderzucker</strong> bestäuben und <strong>kurz</strong> <strong>anschwitzen</strong> . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in <strong>Streifen</strong> schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit <strong>Puderzucker</strong> bestäuben und <strong>kurz</strong> <strong>anschwitzen</strong> . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in <strong>Streifen</strong><sup>1.008</sup> schneiden und in eine <strong>Pfanne</strong><sup>4.833</sup> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> . </s> <s> Mit <strong>Puderzucker</strong><sup>3.321</sup> bestäuben und <strong>kurz</strong><sup>1.078</sup> <strong>anschwitzen</strong><sup>3.85</sup> . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in <strong>eine</strong><sup>0.353</sup> <strong>Pfanne</strong><sup>4.833</sup> <strong>mit</strong><sup>0.567</sup> <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> <strong>.</strong><sup>0.374</sup> </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong><sup>4.833</sup> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> . </s> <s> Mit Puderzucker bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden <strong>und</strong> <strong>in</strong> <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> <strong>Mit</strong> <strong>Puderzucker</strong> bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden <strong>und</strong> <strong>in</strong> <strong>eine</strong> <strong>Pfanne</strong> <strong>mit</strong> <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> <strong>.</strong> </s> <s> <strong>Mit</strong> <strong>Puderzucker</strong> bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden <strong>und</strong><sup>0.294</sup> <strong>in</strong><sup>0.346</sup> <strong>eine</strong><sup>0.353</sup> <strong>Pfanne</strong><sup>4.833</sup> <strong>mit</strong><sup>0.567</sup> <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> <strong>.</strong><sup>0.374</sup> </s> <s> <strong>Mit</strong><sup>0.567</sup> <strong>Puderzucker</strong><sup>3.321</sup> bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit <strong>Puderzucker</strong> bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong> <strong>geben</strong> . </s> <s> Mit <strong>Puderzucker</strong> bestäuben und kurz anschwitzen . </s> <s> Dann	<s> Für den Salat den Chicorée putzen , in Streifen schneiden und in eine <strong>Pfanne</strong><sup>4.833</sup> mit <span class=""target"">heißem</span> <strong>Olivenöl</strong><sup>4.184</sup> <strong>geben</strong><sup>0.256</sup> . </s> <s> Mit <strong>Puderzucker</strong><sup>3.321</sup> bestäuben und kurz anschwitzen . </s> <s> Dann
heiß/ADJ/DEWAC-1-002812/330	17	12	12	8	7	7	6	4	4	2	1	1	10	6	6	4	3	3	,/$,;./$.;Eile/NN;Gros/NN;Kosmos/NN;Milchstraße/NN;Sonne/NN;Stern/NN;als/KOK;d/ART;durch/APP;groß/ADJ;in/APP;massereicher/ADJ;sein/VAF;und/KON;unser/PPO	in/APP;Sonne/NN;Eile/NN;Gros/NN;Milchstraße/NN;,/$,;./$.;Stern/NN;sein/VAF;und/KON;massereicher/ADJ;Kosmos/NN	in/APP;Sonne/NN;Eile/NN;Gros/NN;Milchstraße/NN;,/$,;./$.;Stern/NN;sein/VAF;und/KON;massereicher/ADJ;Kosmos/NN	Eile/NN;Gros/NN;Kosmos/NN;Milchstraße/NN;Sonne/NN;Stern/NN;groß/ADJ;massereicher/ADJ	Gros/NN;Milchstraße/NN;massereicher/ADJ;Kosmos/NN;Sonne/NN;Eile/NN;Stern/NN	Gros/NN;Milchstraße/NN;massereicher/ADJ;Kosmos/NN;Sonne/NN;Eile/NN;Stern/NN	,/$,;als/KOK;groß/ADJ;massereicher/ADJ;sein/VAF;und/KON	und/KON;sein/VAF;,/$,;massereicher/ADJ	und/KON;sein/VAF;,/$,;massereicher/ADJ	groß/ADJ;massereicher/ADJ	massereicher/ADJ	massereicher/ADJ	,/$,;Gros/NN;Sonne/NN;als/KOK;d/ART;groß/ADJ;massereicher/ADJ;sein/VAF;und/KON;unser/PPO	Gros/NN;und/KON;sein/VAF;,/$,;massereicher/ADJ;Sonne/NN	Gros/NN;und/KON;sein/VAF;,/$,;massereicher/ADJ;Sonne/NN	Gros/NN;Sonne/NN;groß/ADJ;massereicher/ADJ	Gros/NN;massereicher/ADJ;Sonne/NN	Gros/NN;massereicher/ADJ;Sonne/NN	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne ist größer , <span class=""target"">heißer</span> und massereicher als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 <strong>In</strong> <strong>Eile</strong> durch den <strong>Kosmos</strong> Unsere <strong>Sonne</strong> <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das <strong>Gros</strong> der <strong>Sterne</strong> unserer <strong>Milchstraße</strong> <strong>.</strong> </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 <strong>In</strong> <strong>Eile</strong> durch den <strong>Kosmos</strong> Unsere <strong>Sonne</strong> <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das <strong>Gros</strong> der <strong>Sterne</strong> unserer <strong>Milchstraße</strong> <strong>.</strong> </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 <strong>In</strong><sup>0.346</sup> <strong>Eile</strong><sup>0.012</sup> durch den <strong>Kosmos</strong><sup>0.402</sup> Unsere <strong>Sonne</strong><sup>3.093</sup> <strong>ist</strong><sup>0.527</sup> größer <strong>,</strong><sup>0.003</sup> <span class=""target"">heißer</span> <strong>und</strong><sup>0.294</sup> <strong>massereicher</strong><sup>4.777</sup> als das <strong>Gros</strong><sup>0.579</sup> der <strong>Sterne</strong><sup>1.774</sup> unserer <strong>Milchstraße</strong><sup>2.204</sup> <strong>.</strong><sup>0.374</sup> </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In <strong>Eile</strong> durch den <strong>Kosmos</strong> Unsere <strong>Sonne</strong> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das <strong>Gros</strong> der <strong>Sterne</strong> unserer <strong>Milchstraße</strong> . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In <strong>Eile</strong> durch den <strong>Kosmos</strong> Unsere <strong>Sonne</strong> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das <strong>Gros</strong> der <strong>Sterne</strong> unserer <strong>Milchstraße</strong> . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In <strong>Eile</strong><sup>0.012</sup> durch den <strong>Kosmos</strong><sup>0.402</sup> Unsere <strong>Sonne</strong><sup>3.093</sup> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong><sup>4.777</sup> als das <strong>Gros</strong><sup>0.579</sup> der <strong>Sterne</strong><sup>1.774</sup> unserer <strong>Milchstraße</strong><sup>2.204</sup> . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne <strong>ist</strong><sup>0.527</sup> größer <strong>,</strong><sup>0.003</sup> <span class=""target"">heißer</span> <strong>und</strong><sup>0.294</sup> <strong>massereicher</strong><sup>4.777</sup> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere Sonne ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong><sup>4.777</sup> als das Gros der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong> <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das <strong>Gros</strong> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong> <strong>ist</strong> größer <strong>,</strong> <span class=""target"">heißer</span> <strong>und</strong> <strong>massereicher</strong> als das <strong>Gros</strong> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong><sup>3.093</sup> <strong>ist</strong><sup>0.527</sup> größer <strong>,</strong><sup>0.003</sup> <span class=""target"">heißer</span> <strong>und</strong><sup>0.294</sup> <strong>massereicher</strong><sup>4.777</sup> als das <strong>Gros</strong><sup>0.579</sup> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das <strong>Gros</strong> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong> als das <strong>Gros</strong> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu	Colin Gum. mehr Sendung vom 28.04.2005 In Eile durch den Kosmos Unsere <strong>Sonne</strong><sup>3.093</sup> ist größer , <span class=""target"">heißer</span> und <strong>massereicher</strong><sup>4.777</sup> als das <strong>Gros</strong><sup>0.579</sup> der Sterne unserer Milchstraße . </s> <s> Im Vergleich zu
heiß/ADJ/DEWAC-1-004455/2058	18	9	9	10	4	4	5	2	2	3	1	1	9	5	5	6	3	3	.../$(;Party/NN;Stadt/NN;aber/ADV;ableiten/VVF;d/ART;davon/PAV;gar/ADJ;ich/PPE;laufen/VVF;man/PIS;nicht/PTK;sein/VAF;so/ADV;unmittelbar/ADJ;wissen/VVF;wo/PWA;zumindest/ADV	aber/ADV;man/PIS;.../$(;sein/VAF;ich/PPE;wo/PWA;so/ADV;laufen/VVF;Party/NN	aber/ADV;man/PIS;.../$(;sein/VAF;ich/PPE;wo/PWA;so/ADV;laufen/VVF;Party/NN	Party/NN;Stadt/NN;aber/ADV;ableiten/VVF;gar/ADJ;laufen/VVF;so/ADV;unmittelbar/ADJ;wissen/VVF;zumindest/ADV	so/ADV;laufen/VVF;aber/ADV;Party/NN	so/ADV;laufen/VVF;aber/ADV;Party/NN	Party/NN;Stadt/NN;d/ART;wo/PWA;zumindest/ADV	wo/PWA;Party/NN	wo/PWA;Party/NN	Party/NN;Stadt/NN;zumindest/ADV	Party/NN	Party/NN	.../$(;Party/NN;Stadt/NN;d/ART;laufen/VVF;so/ADV;wissen/VVF;wo/PWA;zumindest/ADV	wo/PWA;so/ADV;laufen/VVF;Party/NN;.../$(	wo/PWA;so/ADV;laufen/VVF;Party/NN;.../$(	Party/NN;Stadt/NN;laufen/VVF;so/ADV;wissen/VVF;zumindest/ADV	so/ADV;laufen/VVF;Party/NN	so/ADV;laufen/VVF;Party/NN	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest wo die <span class=""target"">heißeste</span> Party der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong> <strong>man</strong> weiß <strong>so</strong> zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> <strong>...</strong> <strong>Ich</strong> <strong>bin</strong> gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong> <strong>man</strong> weiß <strong>so</strong> zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> <strong>...</strong> <strong>Ich</strong> <strong>bin</strong> gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong><sup>0.129</sup> <strong>man</strong><sup>0.147</sup> weiß <strong>so</strong><sup>0.811</sup> zumindest <strong>wo</strong><sup>0.239</sup> die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt <strong>läuft</strong><sup>1.822</sup> <strong>...</strong><sup>0.164</sup> <strong>Ich</strong><sup>0.007</sup> <strong>bin</strong><sup>0.527</sup> gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong> man weiß <strong>so</strong> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong> man weiß <strong>so</strong> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten <strong>aber</strong><sup>0.129</sup> man weiß <strong>so</strong><sup>0.811</sup> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt <strong>läuft</strong><sup>1.822</sup> ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest <strong>wo</strong><sup>0.239</sup> die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß so zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt läuft ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong> zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> <strong>...</strong> Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong> zumindest <strong>wo</strong> die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> <strong>...</strong> Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong><sup>0.811</sup> zumindest <strong>wo</strong><sup>0.239</sup> die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt <strong>läuft</strong><sup>1.822</sup> <strong>...</strong><sup>0.164</sup> Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong> der Stadt <strong>läuft</strong> ... Ich bin gar nicht davon überzeugt dass man um Gewinne	Eine Richtungsaussage kann man daraus noch nicht unmittelbar ableiten aber man weiß <strong>so</strong><sup>0.811</sup> zumindest wo die <span class=""target"">heißeste</span> <strong>Party</strong><sup>1.799</sup> der Stadt <strong>läuft</strong><sup>1.822</sup> ... Ich bin gar nicht davon überzeugt dass man um Gewinne
